facility_id,name,district,state,pin_code,latitude,longitude,raw_notes,has_icu,has_ot,has_nicu,has_dialysis,has_oncology,has_blood_bank,has_oxygen_supply,is_24_7,has_anesthesiologist,has_surgeon,doctor_count,uses_parttime_doctors,equipment_mentioned,specialties_mentioned,data_staleness_years,trust_score,trust_level,contradictions,trust_reasoning
3279,Dr Prashant Somani Sarvmangal Hospital Jalgaon,Jalgaon,Maharashtra,425001,21.00276375,75.56518555,"diabetes, thyroid, weight loss, infertility, bone disorders, short height, eye diseases. endocrinologyanddiabetesandmetabolism reproductiveendocrinologyandinfertility ophthalmology internalmedicine  offers endocrinology services for infertility offers endocrinology services for diabetes offers endocrinology services for thyroid disorders offers endocrinology services for weight management offers endocrinology services for short stature offers endocrinology services for eye diseases offers endocrinology services for bone disorders ",False,False,False,False,False,False,False,False,False,False,,False,[],"['endocrinologyAndDiabetesAndMetabolism', 'reproductiveEndocrinologyAndInfertility', 'ophthalmology', 'internalMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3280,Dr Prashanth Children Specialist,Chevella,Telangana,501503,17.31481934,78.13856506,pediatric clinic familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3281,Dr Prateik Poddar Gastro & Liver Care Clinic,Kolkata,West Bengal,700003,22.58592224,88.36592102,endoscopy is offered both with and without anaesthesia with complete patient comfort. it is performed at one of various hospitals visited by dr prateik poddar. familymedicine gastroenterology   ,False,False,False,False,False,False,False,False,True,False,,False,[],"['familyMedicine', 'gastroenterology']",,6.0,MEDIUM,[],Score 6.0/10. Issues: None
3282,Dr Pratibha Baweja Clinic,Delhi,Delhi,110052,28.69083214,77.17668152,"dental clinic familymedicine  dr pratibha baweja clinic operates as a dental clinic has a dental implant centre located in delhi, india ",False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3283,Dr Pravesh Yadav Clinic,Noida,Uttar Pradesh,201303,28.56446075,77.36299896,clinic familymedicine  facility type: clinic ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3284,Dr Pravin Bonde's Dental Speciality Clinic,Nashik,Maharashtra,422005,20.49378586,77.47660065,"dental speciality clinics... equipped with all advanced, state of art eqipments/materials/,instruments familymedicine dentistry equipped with advanced, state-of-the-art dental equipment, materials, and instruments specializes in cosmetic dentistry and dental implants dental specialty clinic led by dr. pravin r. bond based in nashik, maharashtra, india offers all types of dental treatments in nashik provides dental implant procedures provides cosmetic dentistry procedures",False,False,False,False,False,False,False,False,False,False,,False,"['Equipped with advanced, state-of-the-art dental equipment, materials, and instruments']","['familyMedicine', 'dentistry']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3285,Dr Pravin P Sajnani & Associates,Mumbai,Maharashtra,400050,19.06420135,72.82962036,general physician familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3286,Dr Pravins Shri Ganpati Dental Clinic and Implant Centre,Latur,Maharashtra,413512,18.39969826,76.58027649,"nan dentistry familymedicine  dental implant clinic located in latur, maharashtra dr pravins shri ganpati dental clinic and implant centre is located in latur, maharashtra offers dental implant procedures",False,False,False,False,False,False,False,False,False,False,,False,[],"['dentistry', 'familyMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3287,Dr Prem Yadav,Mumbai,Maharashtra,400050,19.06830597,72.84629822,medical centre familymedicine internalmedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],"['familyMedicine', 'internalMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3288,Dr Prerna Calvary Diet And Fitness Clinic,Nagpur,Maharashtra,440037,21.08705139,79.08065796,intro: know what to eat for weight loss; for weight loss; consult with nutritionist and dietitian dr prerna. dm now for more. familymedicine chronicdiseasepreventionandlifestylemedicine  led by nutritionist and dietitian dr prerna offers outpatient nutrition and dietetics consultations provides weight loss counseling and dietary planning ,False,False,False,False,False,False,False,False,False,False,,False,[],"['familyMedicine', 'chronicDiseasePreventionAndLifestyleMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3289,DR Prescriptions,Barrackpore,West Bengal,700120,22.7548542,88.37684631,maa shibani dr.prescriptions. medicine wholesale and retail.all type of medicines & health care prod familymedicine internalmedicine  operates as a medical centre provides wholesale and retail sales of medicines and health care products ,False,False,False,False,False,False,False,False,False,False,,False,[],"['familyMedicine', 'internalMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3290,Dr Priyam Dental Hospital,Prayagraj,Uttar Pradesh,211002,25.46793556,81.85431671,"center 1 -- old katra, near lakshmi talkies crossing, allahabad, uttar pradesh, india. part of dr priyam's dental hospital. cosmeticdermatology internalmedicine oralandmaxillofacialsurgery dentistry endodontics  listed as dr priyam dental hospital in prayagraj, uttar pradesh on the chotu directory provides dental and cosmetology services operates three centers in prayagraj: katra, teliyarganj, civil lines offers cosmetic skin treatments including hydra facial, micro needling, carbon laser, pico laser, and laser skin whitening carbon laser is offered at dr priyam dental and cosmetology center tooth reshaping maxillofacial prosthetics hydra facial is offered at dr priyam dental and cosmetology center root canal treatment is performed at dr priyam dental and cosmetology center oral and maxillofacial surgery oral rehabilitation micro needling is offered at dr priyam dental and cosmetology center laser skin whitening treatments are offered at dr priyam dental and cosmetology center pico laser is offered at dr priyam dental and cosmetology center root canal treatment (rct) laser dentistry",False,False,False,False,False,False,False,False,False,False,,False,[],"['cosmeticDermatology', 'internalMedicine', 'oralAndMaxillofacialSurgery', 'dentistry', 'endodontics']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3291,"Dr Priyanka Chauhan - Best ENT Specialist | Head and Neck Cancer Surgeon | Certified Tobacco Cessation Specialist, Ajanta Colony",Meerut,Uttar Pradesh,250001,28.96422386,77.73914337,"clinic in ajanta colony, meerut. familymedicine headandnecksurgeryotolaryngology  dr priyanka chauhan is a certified tobacco cessation specialist dr priyanka chauhan is an ent specialist and head and neck cancer surgeon the clinic specializes in ent care and head and neck cancer surgery nishtha ent clinic is located in ajanta colony, meerut, uttar pradesh, india ",False,False,False,False,True,False,False,False,False,True,,False,[],"['familyMedicine', 'headAndNeckSurgeryOtolaryngology']",,6.0,MEDIUM,[],Score 6.0/10. Issues: None
3292,Dr Puneet Bhargava ENT Clinic-Ear Doctor/Endoscopic/Microscopic/Neck/Laser Surgeon,Meerut,Uttar Pradesh,250001,28.98165131,77.70864868,"ent clinic - ear doctor-endoscopic-microscopic-neck-laser surgeon familymedicine otolaryngology  outpatient ent clinic specializes in endoscopic and microscopic ent procedures, neck surgery, and laser surgery lead surgeon holds mbbs, ms (otolaryngology), and travel fellowship otology provides ent specialty outpatient care ",False,False,False,False,False,False,False,False,False,True,,False,[],"['familyMedicine', 'otolaryngology']",,6.0,MEDIUM,[],Score 6.0/10. Issues: None
3293,Dr Purnima's Dental and Aesthetic Clinic,Lucknow,Uttar Pradesh,226012,26.78883743,80.90562439,aesthetic and dental clinic. dentistry familymedicine aestheticdentistry  dental and aesthetic clinic offers advanced dental filling treatments,False,False,False,False,False,False,False,False,False,False,,False,[],"['dentistry', 'familyMedicine', 'aestheticDentistry']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3294,"Dr R K Caroli Clinic Heart Care, Bharat Nagar, Delhi",Delhi,Delhi,110065,28.57030869,77.26954651,"dr r k caroli clinic heart care, bharat nagar, delhi is a multi-speciality hospital. timings: open 24x7. departments include cardiology, ent, neurosurgery, urology, gynaecology, orthopaedic, ophthalmology, plastic surgery, gastroenterology, nephrology, surgical oncology, and general surgery. surgicaloncology urology nephrology cardiology otolaryngology gynecologyandobstetrics gastroenterology orthopedicsurgery transplantsurgery corneaophthalmology internalmedicine plasticsurgery generalsurgery neurosurgery  offers icu, opd and ot facilities empanels with multiple insurance providers cardiology department and specialty-focused hospital coronary angiography in hindi ct coronary angiography in hindi peripheral angioplasty & stenting",True,False,False,False,True,False,False,False,False,False,,False,[],"['surgicalOncology', 'urology', 'nephrology', 'cardiology', 'otolaryngology', 'gynecologyAndObstetrics', 'gastroenterology', 'orthopedicSurgery', 'transplantSurgery', 'corneaOphthalmology', 'internalMedicine', 'plasticSurgery', 'generalSurgery', 'neurosurgery']",,5.0,MEDIUM,['Claims ICU but no oxygen supply mentioned'],Score 5.0/10. Issues: Claims ICU but no oxygen supply mentioned
3295,"Dr R K Panda's Geriatric, Diabetes Clinic & Vaccination Centre",Bhubaneswar,Odisha,751030,20.26682091,85.78000641,"geriatric, diabetes clinic and vaccination centre familymedicine   ",False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3296,Dr R K Sharma- Child Counsellor and De-Addiction Specialist,Udaipur,Rajasthan,313001,24.59626198,73.68945313,"private practice providing child counselling and de-addiction services. childandadolescentpsychiatry addictionpsychiatry  promotes long-term treatment plans for anxiety (therapy and medication) offers outpatient mental health services operates an outpatient clinic in udaipur, rajasthan dr r k sharma is a child counsellor and de-addiction specialist provides de-addiction counselling and treatment provides psychotherapy (counselling) and pharmacotherapy for anxiety offers child counselling services",False,False,False,False,False,False,False,False,False,False,,False,[],"['childAndAdolescentPsychiatry', 'addictionPsychiatry']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3297,Dr R K Shaw's Clinic,Kishanganj,West Bengal,855107,26.10911751,87.96630859,"nh 27 based dr r k shaw's clinic is a reputed homeopathy clinic run by renowned homoeopathy doctors. we treat all health problems including hair fall, skin, respiratory, stomach disorders, infertility, chronic diseases, psychological, gastric ailments, and much more. we render the best treatments in nh 27 for a host of women and children-related ailments as well. specialized treatments: hair fall treatment, skin treatment, psoriasis treatment, eczema treatment, vitiligo treatment, pcos treatment, thyroid treatment, migraine treatment, sexual health treatment, erectile dysfunction treatment, premature ejaculation treatment. familymedicine  specializes in homeopathy treatment treats women and children-related ailments offers online appointment booking treats hair fall, skin disorders including psoriasis, eczema and vitiligo; pcos, thyroid disorders, migraines; sexual health issues including erectile dysfunction and premature ejaculation; infertility; respiratory, stomach and gastric ailments; psychological conditions migraine treatment psoriasis treatment thyroid treatment vitiligo treatment premature ejaculation treatment erectile dysfunction treatment pcos treatment skin treatment hair fall treatment eczema treatment sexual health treatment",False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3298,Dr R. R. Prasad Dental Clinic,Chinchwad,Maharashtra,411018,18.6244278,73.80270386,dental clinic familymedicine dentistry  mappls pin: cc39xb dental clinic digipin: 4fp-33j-j696 ,False,False,False,False,False,False,False,False,False,False,,False,[],"['familyMedicine', 'dentistry']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3299,Dr Rachana Tiwari-Best Eye Specialist Clinic,Pune,Maharashtra,411019,18.65959167,73.79730225,nan pediatricsandstrabismusophthalmology familymedicine cataractandanteriorsegmentsurgery corneaophthalmology glaucomaophthalmology   ,False,False,False,False,False,False,False,False,False,False,,False,[],"['pediatricsAndStrabismusOphthalmology', 'familyMedicine', 'cataractAndAnteriorSegmentSurgery', 'corneaOphthalmology', 'glaucomaOphthalmology']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3300,Dr Rachana's Health Clinic,Mumbai,Maharashtra,400051,19.06279755,72.84414673,clinic familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3301,Dr Radhika's Fertility and Surgical Center,Hyderabad,Telangana,500072,17.48645782,78.39939117,"at dr. radhika’s center, we provide a seamless integration of care. our services span advanced art like ivf and iui, and sophisticated minimally-invasive surgical gynecology. reproductiveendocrinologyandinfertility minimallyinvasivesurgeryandendourology podiatry colorectalsurgery familymedicine gynecologyandobstetrics generalsurgery familyplanningandcomplexcontraception  dr ch. venkata pavan kumar is a senior consultant at dr radhikas fertility and surgical center based in hyderabad, telangana minimally invasive surgery capability including laparoscopic and endoscopic procedures robotic surgery capability outpatient multispeciality clinic general surgery services staffing: 3 doctors has 19 years in healthcare ivf program obstetrics and gynecology services fertility treatment program breast augmentation surgery laser piles treatment laser fissure surgery piles treatment colonoscopy breast reduction surgery gall bladder (biliary) stone treatment ulcerative colitis treatment peptic / gastric ulcer treatment contraception advice acute pancreatitis treatment laparoscopic sleeve resection irritable bowel syndrome ( ibs ) treatment anal fissure surgery laparoscopic sleeve gastrectomy laser fistula treatment cancer surgery piles treatment (non surgical) pap smear laparoscopic adjustable gastric band hepato-biliary-pancreatic keloid/scar treatment inflammatory bowel disease (ibd) treatment laparoscopic hernial repair cervical cerclage high-risk pregnancy care endoscopic surgery fertility treatment mirena hormonal iud insertion unilateral salpingo-oophorectomy hemorrhoids treatment laparoscopic appendicectomy laparoscopic hiatus hernia repair gastric balloon appendicitis treatment liver disease treatment pancreas transplantation robotic surgery laparoscopy urinary incontinence (ui) treatment fistula surgery minor surgery laparoscopic surgery inscisional hernia colorectal surgery in vitro fertilization (ivf) intracytoplasmic sperm injection (icsi) hysteroscopy fistula treatment diabetic foot treatment/surgery gastritis treatment constipation treatment gastroscopy anal fissure treatment (non-surgical) single port surgeries offers in-vitro fertilisation (ivf) laparoscopic cholecystectomy minimally invasive surgery hernia repair surgery intra-uterine insemination (iui) gastric plication bariatric (gastric bypass) surgery endosurgery",False,False,False,False,True,False,False,False,False,False,3.0,False,[],"['reproductiveEndocrinologyAndInfertility', 'minimallyInvasiveSurgeryAndEndourology', 'podiatry', 'colorectalSurgery', 'familyMedicine', 'gynecologyAndObstetrics', 'generalSurgery', 'familyPlanningAndComplexContraception']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3302,Dr Rafique Memon Clinic,Indore,Madhya Pradesh,452016,22.73161316,75.91220093,nan familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3303,Dr Rafiqul Hasan,Malda,West Bengal,732101,25.0038414,88.14055634,"specialisation: infertility specialist, ivf specialist; experience: 14 years; location: malda, west bengal, india. reproductiveendocrinologyandinfertility  pgt-a before surrogacy transfer sm support and pregnancy monitoring hormonal therapy laparoscopic and hysteroscopic surgeries infertility specialist and ivf specialist sex education donor egg and donor sperm programs surrogacy budget planning and emi options preimplantation genetic testing (pgt) post-birth documentation and baby discharge endometrial evaluation for intended mother 14 years of experience medical visa and travel assistance for surrogacy couples international surrogacy patient support second opinion on surrogacy eligibility ethical egg donor selection with counselling fertility diagnostics offers end-to-end surrogacy programs 80% success rate in surrogacy programs ivf with icsi for surrogacy surrogacy with donor eggs legal documentation and surrogacy agreements preparation embryo freezing and frozen embryo transfer (fet) for surrogacy donor embryo surrogacy laparoscopic and hysteroscopic surgerical interventions end-to-end fertility assessments and consultations surrogacy with self eggs",False,False,False,False,False,False,False,False,False,False,,False,[],['reproductiveEndocrinologyAndInfertility'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3304,Dr Raghav Neuro Care Centre,Mathura,Uttar Pradesh,281004,27.50063705,77.66259766,nan neurology spineneurosurgery familymedicine childneurology neurosurgery  neurology-focused clinic offers treatment for spinal disorders,False,False,False,False,False,False,False,False,False,False,,False,[],"['neurology', 'spineNeurosurgery', 'familyMedicine', 'childNeurology', 'neurosurgery']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3305,Dr Rahul Chandran's MultiSpeciality Dental Clinic Peringome,Peringom,Kerala,670307,12.10722065,75.21031189,dr rahul chandran's multispeciality dental clinic peringome dentistry familymedicine  operates a multispeciality dental clinic. performs root canal treatment using modern techniques.,False,False,False,False,False,False,False,False,False,False,,False,[],"['dentistry', 'familyMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3306,Dr Rahul Kumar IndraBan Dental Clinic,Mahua,Bihar,844122,25.81101608,85.39587402,dentist and dental office familymedicine dentistry orthodontics  dental clinic and orthodontic centre dental clinic named drrahul kumar indraban dental clinic performs dental surgery offers orthodontic services,False,False,False,False,False,False,False,False,False,False,,False,[],"['familyMedicine', 'dentistry', 'orthodontics']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3307,Dr Rahul Physiotherapy And Rehabilitation Center,Ami Nagar Sarai,Uttar Pradesh,250606,28.98784065,77.39183044,physiotherapy and rehabilitation center. familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3308,Dr Rahul Physiotherapy Clinic,Pikri,Chhattisgarh,491335,21.72858047,81.53492737,physiotherapy centre familymedicine physicalmedicineandrehabilitation  dr rahul physiotherapy clinic is a physiotherapy centre ,False,False,False,False,False,False,False,False,False,False,,False,[],"['familyMedicine', 'physicalMedicineAndRehabilitation']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3309,Dr Rahul's Homoeopathy Clinic,Begamganj,Madhya Pradesh,464881,23.59645844,78.33878326,this page is created to help all my patient and clients to contact me through video consulation who cannot visit personally for any reasons familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3310,Dr Rahuls Dental Care Center,Panaji,Goa,403001,15.49059868,73.83334351,dr rahuls dental care center pediatricdentistry aestheticdentistry oralandmaxillofacialsurgery dentistry endodontics  dr rahul r. naik works at the clinic dental clinic named dr rahuls dental care center located in panaji provides comprehensive dental treatment services dr rahul r. naik has 10 years of experience ,False,False,False,False,False,False,False,False,False,False,,False,[],"['pediatricDentistry', 'aestheticDentistry', 'oralAndMaxillofacialSurgery', 'dentistry', 'endodontics']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3311,Dr Raja Rajeshwar,Begusarai,Bihar,851101,25.4133358,86.13980865,dr raja rajeshwar is a professional pediatrician. pediatrics   ,False,False,False,False,False,False,False,False,False,False,,False,[],['pediatrics'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3312,Dr Rajan's Knee Clinic,Indore,Madhya Pradesh,452001,22.719944,75.86831665,offers knee care including left total knee replacement (tkr) surgery. orthopedicsurgery familymedicine  orthopedic knee care specialist knee clinic has 5 reviews with 100% recommendation on facebook discusses total knee replacement as a treatment option for knee pain,False,False,False,False,False,False,False,False,False,False,,False,[],"['orthopedicSurgery', 'familyMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3313,Dr Rajashree Clinical & Pathological Laboratory,Mumbai,Maharashtra,400066,19.22703171,72.85783386,"pathological lab pathology familymedicine  page category is medical center. page created on april 12, 2017. operates a pathological laboratory ",False,False,False,False,False,False,False,False,False,False,,False,[],"['pathology', 'familyMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3314,Dr Rajat Rana Clinic Medicare Healthcare and Medicos,Rishikesh,Uttarakhand,249204,30.07894897,78.23884583,nan familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3315,Dr Rajbarinder Randhawa - ENT Doctor in Tarn Taran / ENT Specialist,Tarn Taran Sahib,Punjab,143401,31.46006775,74.92146301,"ent specialist located in tarn taran, punjab. address: opposite civil hospital, near gursimrat medical, mahindera colony, tarn taran sahib, punjab 143401. pediatricotolaryngology  association type: non-network ent specialist clinic located in tarn taran, punjab offers nasal and sinus care offers throat and voice disorder care offers advanced surgical procedures state-of-the-art facilities and expert surgical care provides pediatric ent care offers diagnosis and treatment of ear disorders ",False,False,False,False,False,False,False,False,False,False,,False,[],['pediatricOtolaryngology'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3316,Dr Rajeev Nayan Electro Homeo Clinic,Bettiah,Bihar,845438,26.7990551,84.50917053,"nan familymedicine  listed on justdial as a homeopathic clinic and homeopathic doctors located in bettiah, bihar provides homeopathic medical services has a rating of 4.4 based on 7 reviews on justdial ",False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3317,Dr Rajeev's Homoeo Clinic,Madhubani,Bihar,847200,26.3507328,86.06842041,nan familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3318,Dr Rajendra C Lalani Clinic,Rajkot,Gujarat,360002,22.28927994,70.8024292,clinic familymedicine  digipin code: jtf-t79-74pm operates as a clinic has mappls pin: apw39p ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3319,Dr Rajendra Sope's Millennium Smile Clinic,Nashik,Maharashtra,422001,20.00151443,73.77615356,"beautifying smiles is our motto.we do aesthetic and cosmetic dentistry by porcelain laminates, veneers,bleaching ,laser treatment for gums and many more. dentistry familymedicine  located in sharanpur, nashik cosmetic dentistry services bleaching porcelain laminates laser treatment for gums veneers",False,False,False,False,False,False,False,False,False,False,,False,[],"['dentistry', 'familyMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3320,Dr Rajesh Clinic and Children Hospital,Bahjoi,Uttar Pradesh,244410,28.39059258,78.6238327,"dr. rajesh clinic and children's hospital is a trusted healthcare destination dedicated to providing exceptional medical care for children and families. equipped with modern facilities and a compassionate team, we ensure your loved ones receive the best treatment in a caring environment. pediatrics familymedicine neonatologyperinatalmedicine internalmedicine emergencymedicine wall-mounted oxygen delivery equipment visible in examination area stethoscope used for pediatric examination infant examination bed with side rails visible in images provides pediatrics and neonatology services offers inpatient and outpatient services established in 1983 offers on-site laboratory services provides 24/7 emergency care staffed by pediatricians and neonatologists has nicu/picu beds (10+) has 50+ ready beds provides adolescent medicine services provides pediatric vaccination program following who and government guidelines vaccination administration for children thrombolytic therapy for acute ischemic stroke in nicu (as documented in case study)",True,False,True,False,False,False,True,True,False,False,,False,"['Wall-mounted oxygen delivery equipment visible in examination area', 'Stethoscope used for pediatric examination', 'Infant examination bed with side rails visible in images']","['pediatrics', 'familyMedicine', 'neonatologyPerinatalMedicine', 'internalMedicine', 'emergencyMedicine']",,5.5,MEDIUM,"['Claims 24/7 but fewer than 2 doctors listed', 'Claims NICU but no neonatologist found']",Score 5.5/10. Issues: Claims 24/7 but fewer than 2 doctors listed; Claims NICU but no neonatologist found
3321,Dr Rajesh Upadhyay Homeo Consulting Chamber,Gwalior,Madhya Pradesh,474001,26.20172882,78.15533447,nan internalmedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['internalMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3322,Dr Rajesh Vyas Children Hospital,Vadodara,Gujarat,390016,22.33646202,73.15081787,"dr rajesh vyas children hospital is a hospital in jawahar nagar, vadodara. pediatrics internalmedicine   ",False,False,False,False,False,False,False,False,False,False,,False,[],"['pediatrics', 'internalMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3323,Dr Rajgire Family Clinic,Nagpur,Maharashtra,441204,21.11252975,79.13293457,nan pathology familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],"['pathology', 'familyMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3324,Dr Rajib Debnath Orthopaedic Clinic,Agartala,Tripura,799001,23.82888222,91.27607727,nan orthopedicsurgery familymedicine  has 1 doctor on staff dr rajib debnath is an orthopedic doctor practicing at the clinic operates as an outpatient orthopedic clinic ,False,False,False,False,False,False,False,False,False,False,,False,[],"['orthopedicSurgery', 'familyMedicine']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3325,Dr Rajni Jalota - Ayurveda,Nabha,Punjab Region,147201,30.37905693,76.15440369,"ayurvedic treatment of infertility/pcos/ endometriosis/ovarian cysts reproductiveendocrinologyandinfertility gynecologyandobstetrics  offers ayurvedic treatment programs for infertility, pcos, endometriosis, and ovarian cysts ",False,False,False,False,False,False,False,False,False,False,,False,[],"['reproductiveEndocrinologyAndInfertility', 'gynecologyAndObstetrics']",,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3326,Dr Rajput Clinic,Bhiwandi,Maharashtra,421305,19.28702927,73.07067871,b.a.m.s. doctor with expertise in male and female infertility with over 30+ years of experience familymedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3327,Dr Rajshekhar - Bone & Joints Clinic,Sangareddy,Telangana,502295,17.58892059,78.08059692,"bone and joints clinic by dr. rajshekhar m.b.b.s, m.s ortho, fijr provides u fracture treatment- nailing, plating, ilizarov. total knee replacement, partial knee replacement hip replacement, deformity correction, intra articular injections. familymedicine   provides fracture treatment using nailing, plating, and ilizarov techniques performs deformity correction performs hip replacement performs total knee replacement provides intra-articular injections performs partial knee replacement",True,False,False,False,False,False,False,False,False,False,,False,[],['familyMedicine'],,5.0,MEDIUM,['Claims ICU but no oxygen supply mentioned'],Score 5.0/10. Issues: Claims ICU but no oxygen supply mentioned
3328,Dr Raju Hair Transplant Clinic,Visakhapatnam,Andhra Pradesh,530022,17.74490738,83.32792664,"hair transplantation clinic led by dr pln raju, ent head & neck surgeon; offers hair transplantation, micro pigmentation, hair restoration, reduction of unwanted hair plasticsurgery familymedicine headandnecksurgeryotolaryngology specialised 0.6–0.9 mm punch device for follicular unit extraction high-powered microscope used during hair transplantation punch device with 0.6–0.9 mm diameter for follicular unit extraction member of ahrs and isfaro provides hair transplantation, micro pigmentation, hair restoration, and reduction of unwanted hair services offers flexible appointments and urgent care lead surgeon dr raju is an ent head & neck surgeon (dlo, fage) dr raju is ent head & neck surgeon (dlo, fage) trained in facial aesthetic surgery offers hair transplantation and facial aesthetic surgeries using advanced technologies has performed thousands of hair transplant surgeries uses advanced technologies in surgical hair treatment and facial aesthetic surgeries based in visakhapatnam, india guarantees satisfactory results with customized outcomes by age, expectations and ethnicity offers hair transplantation and facial aesthetic surgeries the procedure uses a specialised punch device with a diameter of 0.6 mm to 0.9 mm to extract follicular units the method is minimally invasive with micro fue and no strip excision the procedure allows most patients to return to work the next day performs fue hair transplant procedure (follicular unit extraction) procedure is performed under local anesthesia offers micro pigmentation as a service fue hair transplant procedure (follicular unit extraction) is performed under local anaesthesia the transplant is performed under a high-powered microscope with specially designed instruments for precision uses micro fue technique with no strip harvesting offers reduction of unwanted hair as a service donor follicles are harvested from the back of the scalp and grafted to bald or thinning areas patients can return to work the next day surgeons manually implant each hair without robotic assistance hair replacement service in vizag (visakhapatnam) produces minimal scarring and natural-looking, dense hair restoration transplantation of follicular units is performed manually by surgeons under a high-powered microscope uses a punch device with diameter of 0.6mm to 0.9mm for follicular unit extraction offers hair restoration as a service",True,False,False,False,False,False,False,False,True,True,,False,"['Specialised 0.6–0.9 mm punch device for follicular unit extraction', 'High-powered microscope used during hair transplantation', 'Punch device with 0.6–0.9 mm diameter for follicular unit extraction']","['plasticSurgery', 'familyMedicine', 'headAndNeckSurgeryOtolaryngology']",,7.0,HIGH,['Claims ICU but no oxygen supply mentioned'],Score 7.0/10. Issues: Claims ICU but no oxygen supply mentioned
3329,Dr Raju Singhal Nursing Home,Raisinghnagar,Rajasthan,335051,29.53295326,73.44943237,dr raju singhal nursing home is a hospital. internalmedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['internalMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
3330,Dr Rakesh Choksi Shreeji Hospital,Rajkot,Gujarat,360007,22.29712105,70.77528381,nan internalmedicine   ,False,False,False,False,False,False,False,False,False,False,,False,[],['internalMedicine'],,5.0,MEDIUM,[],Score 5.0/10. Issues: None
